From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
HLA-A	F2VNJ6	unreviewed	F2VNJ6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VNJ7	unreviewed	F2VNJ7_HUMAN	Truncated MHC class I antigen	HLA-A	Homo sapiens (Human)	126
HLA-A	F2VNJ8	unreviewed	F2VNJ8_HUMAN	Truncated MHC class I antigen	HLA-A	Homo sapiens (Human)	70
HLA-A	F2VP50	unreviewed	F2VP50_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VP51	unreviewed	F2VP51_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VP52	unreviewed	F2VP52_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VP53	unreviewed	F2VP53_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VP54	unreviewed	F2VP54_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VP55	unreviewed	F2VP55_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VP56	unreviewed	F2VP56_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VP57	unreviewed	F2VP57_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VP58	unreviewed	F2VP58_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VP59	unreviewed	F2VP59_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VP60	unreviewed	F2VP60_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VP61	unreviewed	F2VP61_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VP62	unreviewed	F2VP62_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VP63	unreviewed	F2VP63_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VP64	unreviewed	F2VP64_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VP65	unreviewed	F2VP65_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VP66	unreviewed	F2VP66_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VP67	unreviewed	F2VP67_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VP68	unreviewed	F2VP68_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VP69	unreviewed	F2VP69_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VP70	unreviewed	F2VP70_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VPU7	unreviewed	F2VPU7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VYH2	unreviewed	F2VYH2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VYH3	unreviewed	F2VYH3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VYH4	unreviewed	F2VYH4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VYH5	unreviewed	F2VYH5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VYH6	unreviewed	F2VYH6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VYH7	unreviewed	F2VYH7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VYH8	unreviewed	F2VYH8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VYH9	unreviewed	F2VYH9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VYI0	unreviewed	F2VYI0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VYI1	unreviewed	F2VYI1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VYI2	unreviewed	F2VYI2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VYI3	unreviewed	F2VYI3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VYI4	unreviewed	F2VYI4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VYI5	unreviewed	F2VYI5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VYI6	unreviewed	F2VYI6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VYI7	unreviewed	F2VYI7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2VYI8	unreviewed	F2VYI8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5P6	unreviewed	F2X5P6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	F2X5X0	unreviewed	F2X5X0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5X1	unreviewed	F2X5X1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5X2	unreviewed	F2X5X2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5X3	unreviewed	F2X5X3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5X4	unreviewed	F2X5X4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5X5	unreviewed	F2X5X5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5X6	unreviewed	F2X5X6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5X7	unreviewed	F2X5X7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5X8	unreviewed	F2X5X8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5X9	unreviewed	F2X5X9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5Y0	unreviewed	F2X5Y0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5Y1	unreviewed	F2X5Y1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5Y2	unreviewed	F2X5Y2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5Y3	unreviewed	F2X5Y3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5Y4	unreviewed	F2X5Y4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5Y5	unreviewed	F2X5Y5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5Y6	unreviewed	F2X5Y6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5Y7	unreviewed	F2X5Y7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5Y8	unreviewed	F2X5Y8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5Y9	unreviewed	F2X5Y9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5Z0	unreviewed	F2X5Z0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5Z1	unreviewed	F2X5Z1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5Z2	unreviewed	F2X5Z2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5Z3	unreviewed	F2X5Z3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5Z4	unreviewed	F2X5Z4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5Z5	unreviewed	F2X5Z5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5Z6	unreviewed	F2X5Z6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5Z7	unreviewed	F2X5Z7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5Z8	unreviewed	F2X5Z8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X5Z9	unreviewed	F2X5Z9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X600	unreviewed	F2X600_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X601	unreviewed	F2X601_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X602	unreviewed	F2X602_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X603	unreviewed	F2X603_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X604	unreviewed	F2X604_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X605	unreviewed	F2X605_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X606	unreviewed	F2X606_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X607	unreviewed	F2X607_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X608	unreviewed	F2X608_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X609	unreviewed	F2X609_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X610	unreviewed	F2X610_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X611	unreviewed	F2X611_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X612	unreviewed	F2X612_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X613	unreviewed	F2X613_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X614	unreviewed	F2X614_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2X8C1	unreviewed	F2X8C1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F2XI28	unreviewed	F2XI28_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	F2XI29	unreviewed	F2XI29_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	F2XI30	unreviewed	F2XI30_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	F2XI31	unreviewed	F2XI31_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	F2XI32	unreviewed	F2XI32_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	F2XI33	unreviewed	F2XI33_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	F2XI34	unreviewed	F2XI34_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	F2XI35	unreviewed	F2XI35_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	F2XI36	unreviewed	F2XI36_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	F4NC94	unreviewed	F4NC94_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	199
HLA-A	F4NCR9	unreviewed	F4NCR9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	365
HLA-A	F4YU05	unreviewed	F4YU05_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU06	unreviewed	F4YU06_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU07	unreviewed	F4YU07_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU08	unreviewed	F4YU08_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU09	unreviewed	F4YU09_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU10	unreviewed	F4YU10_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU11	unreviewed	F4YU11_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU12	unreviewed	F4YU12_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU13	unreviewed	F4YU13_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU14	unreviewed	F4YU14_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU15	unreviewed	F4YU15_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU16	unreviewed	F4YU16_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU17	unreviewed	F4YU17_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU18	unreviewed	F4YU18_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU19	unreviewed	F4YU19_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU20	unreviewed	F4YU20_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU21	unreviewed	F4YU21_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU22	unreviewed	F4YU22_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU23	unreviewed	F4YU23_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU24	unreviewed	F4YU24_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU25	unreviewed	F4YU25_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU26	unreviewed	F4YU26_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU27	unreviewed	F4YU27_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU28	unreviewed	F4YU28_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU29	unreviewed	F4YU29_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU30	unreviewed	F4YU30_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YU31	unreviewed	F4YU31_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YZT0	unreviewed	F4YZT0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YZT1	unreviewed	F4YZT1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YZT2	unreviewed	F4YZT2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YZT3	unreviewed	F4YZT3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4YZT4	unreviewed	F4YZT4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	181
HLA-A	F4ZZU3	unreviewed	F4ZZU3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	F5A552	unreviewed	F5A552_HUMAN	Truncated MHC class I antigen	HLA-A	Homo sapiens (Human)	99
HLA-A	F5ATC5	unreviewed	F5ATC5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	F5BZ30	unreviewed	F5BZ30_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	F5CIU1	unreviewed	F5CIU1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	273
HLA-A	F6IB50	unreviewed	F6IB50_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	269
HLA-A	F6IB64	unreviewed	F6IB64_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	89
HLA-A	F6IB65	unreviewed	F6IB65_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	91
HLA-A	F6IQR9	unreviewed	F6IQR9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQS0	unreviewed	F6IQS0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQS1	unreviewed	F6IQS1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQS2	unreviewed	F6IQS2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQS3	unreviewed	F6IQS3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQS4	unreviewed	F6IQS4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQS5	unreviewed	F6IQS5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQS6	unreviewed	F6IQS6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQS7	unreviewed	F6IQS7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQS8	unreviewed	F6IQS8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQS9	unreviewed	F6IQS9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQT0	unreviewed	F6IQT0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQT1	unreviewed	F6IQT1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQT2	unreviewed	F6IQT2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQT3	unreviewed	F6IQT3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQT4	unreviewed	F6IQT4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQT5	unreviewed	F6IQT5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQT6	unreviewed	F6IQT6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQT7	unreviewed	F6IQT7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQT8	unreviewed	F6IQT8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQT9	unreviewed	F6IQT9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQU0	unreviewed	F6IQU0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQU1	unreviewed	F6IQU1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQU2	unreviewed	F6IQU2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQU3	unreviewed	F6IQU3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQU4	unreviewed	F6IQU4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQU5	unreviewed	F6IQU5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQU6	unreviewed	F6IQU6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQU7	unreviewed	F6IQU7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQU8	unreviewed	F6IQU8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQU9	unreviewed	F6IQU9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQV0	unreviewed	F6IQV0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQV1	unreviewed	F6IQV1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQV2	unreviewed	F6IQV2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQV3	unreviewed	F6IQV3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQV4	unreviewed	F6IQV4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQV5	unreviewed	F6IQV5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQV6	unreviewed	F6IQV6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQV7	unreviewed	F6IQV7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQV8	unreviewed	F6IQV8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQV9	unreviewed	F6IQV9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQW0	unreviewed	F6IQW0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQW1	unreviewed	F6IQW1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQW2	unreviewed	F6IQW2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQW3	unreviewed	F6IQW3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQW4	unreviewed	F6IQW4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQW5	unreviewed	F6IQW5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQW6	unreviewed	F6IQW6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQW7	unreviewed	F6IQW7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQW8	unreviewed	F6IQW8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQW9	unreviewed	F6IQW9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQX0	unreviewed	F6IQX0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQX1	unreviewed	F6IQX1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQX2	unreviewed	F6IQX2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQX3	unreviewed	F6IQX3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQX4	unreviewed	F6IQX4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQX5	unreviewed	F6IQX5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQX6	unreviewed	F6IQX6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQX7	unreviewed	F6IQX7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQX8	unreviewed	F6IQX8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQX9	unreviewed	F6IQX9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQY0	unreviewed	F6IQY0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQY1	unreviewed	F6IQY1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQY2	unreviewed	F6IQY2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQY3	unreviewed	F6IQY3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQY4	unreviewed	F6IQY4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQY5	unreviewed	F6IQY5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQY6	unreviewed	F6IQY6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQY7	unreviewed	F6IQY7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQY8	unreviewed	F6IQY8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQY9	unreviewed	F6IQY9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQZ0	unreviewed	F6IQZ0_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQZ1	unreviewed	F6IQZ1_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQZ2	unreviewed	F6IQZ2_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQZ3	unreviewed	F6IQZ3_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQZ4	unreviewed	F6IQZ4_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQZ5	unreviewed	F6IQZ5_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQZ6	unreviewed	F6IQZ6_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQZ7	unreviewed	F6IQZ7_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQZ8	unreviewed	F6IQZ8_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IQZ9	unreviewed	F6IQZ9_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IR00	unreviewed	F6IR00_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IR01	unreviewed	F6IR01_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IR02	unreviewed	F6IR02_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IR03	unreviewed	F6IR03_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IR04	unreviewed	F6IR04_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IR05	unreviewed	F6IR05_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IR06	unreviewed	F6IR06_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IR07	unreviewed	F6IR07_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
HLA-A	F6IR08	unreviewed	F6IR08_HUMAN	MHC class I antigen	HLA-A	Homo sapiens (Human)	337
